Case ID,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight,Compliance
Case 3145,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 317,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3172,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3176,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3180,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3182,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3184,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3186,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3188,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3192,4,¡¢¦¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3212,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3214,4,¡¢¦¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3222,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3229,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 323,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3231,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3233,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3240,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3249,4,¡¢­­,¢¥£¥£¤,£¤,0.33333333333333337,0.5,0.9,Satisfied
Case 3251,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3253,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 326,4,¡¢­­,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3260,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3262,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3273,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3276,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3288,4,¡¢¥£,¥£¤,¤,0.33333333333333337,0.33333333333333326,0.9,Satisfied
Case 3289,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3294,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.9,Satisfied
Case 33,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 331,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3314,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3315,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 332,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3323,4,¡¢¦­,­¥£,£¤,0.0,0.25,0.9,Satisfied
Case 3324,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 333,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3331,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3334,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3336,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3338,4,¡­¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3341,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3344,4,¡¥£¥,£¢¥£¥£¤,¢£¤,0.4285714285714286,0.75,0.9,Satisfied
Case 3349,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3351,4,¡¢¥£,¥£¤,¤,0.33333333333333337,0.33333333333333326,0.9,Satisfied
Case 3357,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3358,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3360,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3362,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 337,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3372,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3373,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3376,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3382,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3398,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 34,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3403,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3409,4,¡¢¦¬,¬­,£¤,0.0,0.0,0.9,Satisfied
Case 3413,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3418,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3419,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3426,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3428,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 343,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3436,4,¡¢¥¥,¥¥£¤,¢£¤,0.5,0.5,0.9,Satisfied
Case 3439,4,¢¥£¢,¥¢¥£¤,£¤,0.4,0.5,0.9,Satisfied
Case 3440,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3442,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3443,4,¡¢­¥,£,¢£¤,0.33333333333333337,0.33333333333333326,0.9,Satisfied
Case 3444,4,¡¦¦¬,¬­¥£¤,¥£¤,0.6,0.6,0.9,Satisfied
Case 3448,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3449,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 345,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3454,4,¡¢¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 346,4,¡¥¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3462,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3465,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3475,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 348,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 349,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3498,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3511,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3516,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3517,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3529,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3530,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3532,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3535,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3537,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3539,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3542,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3543,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3546,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3551,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3552,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3562,4,¡¢¥£,¢¥£¤,¤,0.25,0.25,0.9,Satisfied
Case 3563,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3565,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3567,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3582,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3583,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3592,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3599,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3600,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3601,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 361,4,¡¢¥£,¢¥£¤,¤,0.25,0.25,0.9,Satisfied
Case 3613,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3614,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3638,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 364,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3641,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3643,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3645,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3653,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3654,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3656,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3657,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3662,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3663,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3666,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3669,4,¡¡¢¥,¢­­£¤,¢£¤,0.6,0.75,0.9,Satisfied
Case 367,4,¡¥¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3670,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3673,4,¡¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3674,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3676,4,¡¢¥£,¥£¤,¤,0.33333333333333337,0.33333333333333326,0.9,Satisfied
Case 3678,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3688,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3692,4,¡¥£¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3696,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 370,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3705,4,¡¢¥£,¢¥£¤,¤,0.25,0.25,0.9,Satisfied
Case 3708,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3738,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 374,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3742,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3745,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3766,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3770,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3775,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3776,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 378,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3787,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.9,Satisfied
Case 3798,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3802,4,§¡¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3818,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3819,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 382,4,¡¢¥¢,­£,£¤,0.0,0.33333333333333326,0.9,Satisfied
Case 3822,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3832,4,¡¢¥¥,£¢¥£¤,¢£¤,0.6,0.75,0.9,Satisfied
Case 384,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3844,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3857,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3864,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3865,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3877,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3884,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.9,Satisfied
Case 3885,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3890,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3896,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3898,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3899,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 39,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3905,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3912,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3928,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3930,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3933,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3943,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3946,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3957,4,¡¢¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 3963,4,¡¢­­,¥£¥£¤,£¤,0.4,0.6666666666666666,0.9,Satisfied
Case 397,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3974,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3976,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3983,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 399,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 3992,4,¡¢­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4006,4,¡¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4009,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4017,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4026,4,¡¢¥¦,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 407,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4073,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4074,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 408,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4082,4,¡¢­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4084,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4107,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 412,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 414,4,¡¡¢£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4147,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4149,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4156,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4165,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4172,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4185,4,¡¢­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4187,4,¡¢¥¢,¥,£¤,0.0,0.0,0.9,Satisfied
Case 4197,4,¡¡¡¢,£¤,£¤,1.0,1.0,0.9,Satisfied
Case 4255,4,¡¢££,¤,¤,1.0,1.0,0.9,Satisfied
Case 4257,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4259,4,¡¢¢£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4269,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4300,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4301,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4326,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 433,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4337,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4338,4,¡¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4348,4,¡¢­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 435,4,¡¢­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4351,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4352,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4353,4,¡¢¢¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.9,Satisfied
Case 4359,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4361,4,¡¢­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4365,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4369,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 438,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4385,4,¡¡¢£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4389,4,¡¢­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4398,4,¡¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4407,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4410,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.9,Satisfied
Case 4417,4,¡¥££,¤,¤,1.0,1.0,0.9,Satisfied
Case 4421,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4423,4,¡¡¢£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4424,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4426,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4431,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4456,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 446,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4463,4,¡¢¦¦,¬¬­¦£,£¤,0.0,0.19999999999999996,0.9,Satisfied
Case 4465,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4478,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.9,Satisfied
Case 4485,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4501,4,¢¥¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 4506,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4511,4,¡¢­£,£¤,¤,0.5,0.5,0.9,Satisfied
Case 4558,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4563,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 4575,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 46,4,¡¢¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 467,4,¡¢¥¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 470,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 474,4,¡¡¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 478,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 484,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 496,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 498,4,¡¢££,¤,¤,1.0,1.0,0.9,Satisfied
Case 503,4,¡¢¦­,£¤,£¤,1.0,1.0,0.9,Satisfied
Case 504,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 506,4,¡¢­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 520,4,¡¢££,¤,¤,1.0,1.0,0.9,Satisfied
Case 525,4,¡¡¢¥,¥,¢£¤,0.0,0.0,0.9,Satisfied
Case 527,4,¡¥¡¡,¢£¤,¢£¤,1.0,1.0,0.9,Satisfied
Case 529,4,¡¥¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 530,4,¡¢¥¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.9,Satisfied
Case 532,4,¡¢£¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 553,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 558,4,¡¢¢£,¤,¤,1.0,1.0,0.9,Satisfied
Case 559,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 566,4,¡¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 575,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 58,4,¡¦­£,¤,¤,1.0,1.0,0.9,Satisfied
Case 595,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 603,4,¡¢££,¤,¤,1.0,1.0,0.9,Satisfied
Case 622,4,¡¢¦£,¤,¤,1.0,1.0,0.9,Satisfied
Case 624,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 626,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 631,4,¢¥¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 638,4,¡¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 639,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 65,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 656,4,¡¢¥£,£¤,¤,0.5,0.5,0.9,Satisfied
Case 664,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 7,4,¡¡¡¢,£¤,£¤,1.0,1.0,0.9,Satisfied
Case 708,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 732,4,¡¦¢¦,­®«£¤,£¤,0.4,0.4,0.9,Satisfied
Case 747,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 757,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 77,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 775,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 780,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 782,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 79,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 805,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 809,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 82,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 826,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 83,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 831,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 845,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 856,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 868,4,¡¢¦£,¤,¤,1.0,1.0,0.9,Satisfied
Case 876,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 881,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 894,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 911,4,¡¢¢£,¤,¤,1.0,1.0,0.9,Satisfied
Case 939,4,¡¢¥¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.9,Satisfied
Case 951,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 961,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 986,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 988,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 989,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
Case 998,4,¡¢¥£,¤,¤,1.0,1.0,0.9,Satisfied
